,user,Date,text,likes
6101,@Dillipkumar2008,"Aug 3, 2023 · 6:31 AM UTC",#Paytm goons used very bad language over the phone on behalf of the Post Paid loan balance. Which I already paid with interest and charges. Requesting justice for using bad language form last 27days. Did @Paytm have Humanity?? @vijayshekhar  CC @PMOIndia @nsitharaman @RBI,2
6102,@Dillipkumar2008,"Aug 3, 2023 · 6:30 AM UTC",#Paytm goons used very bad language over the phone on behalf of the Post Paid loan balance. Which I already paid with interest and charges. Requesting justice for using bad language form last 27days. Did @Paytm have Humanity?? @vijayshekhar  CC @PMOIndia @nsitharaman @RBI,2
6103,@NutritiveGood,"Aug 3, 2023 · 6:29 AM UTC",Ache logon ki achi sehat ke liye ek achi bread. . . .  #milkmalaibread #paytm #paytmcashback #paytmofferalert #cashbackdeals #goodfood #trending #instagood #bestchoice #premiumquality #uttarpradesh #goodmorningnutritiveindia mygm.in,1
6104,@Ai_Connects_Us,"Aug 3, 2023 · 6:15 AM UTC","#ATPSAPAC - It is vital to assess how the payment mix is evolving in Asia, which isn’t going to same for the most of the markets.   https://www.linkedin.com/posts/airline-information_payment-acceptance-airlines-activity-7091707628661223424-PuaP?utm_source=share&utm_medium=member_desktop #Buynowpaylater #digital #payments #fintech #Paytm #Grab #AirAsia #WeChat #Alipay #GooglePay",0
6105,@ca_saket,"Aug 3, 2023 · 6:09 AM UTC",Guess the helpline which can NEVER help you at all. Guess the system which is designed to NOT work. Yes...its none other than the IPO flop king @Paytm. Have been trying to update kyc on this for months together but finally giving up after putting all efforts. #Paytm mat karo!,0
6106,@AdoniCineWorld,"Aug 3, 2023 · 5:32 AM UTC",#Businessman4K Adoni Online Booking Open ! Book Your Tickets Now #Paytm #Adoni #MaheshBabu𓃵 @urstrulyMahesh 🔥💥,2
6107,@dterminalIN,"Aug 3, 2023 · 5:28 AM UTC","Paytm Introduces Two New 4G Enabled Payment Devices  The first-of-its-kind portable device, #Paytm Pocket #Soundbox, can fit in your pocket and is as small as a debit card, and...  𝐓𝐨 𝐑𝐞𝐚𝐝 𝐂𝐨𝐦𝐩𝐥𝐞𝐭𝐞 𝐍𝐞𝐰𝐬👉 https://digitalterminal.in/tech-companies/paytm-introduces-two-new-4g-enabled-payment-devices #PaytmIndia @Paytm",2
6108,@sakshinews,"Aug 3, 2023 · 4:58 AM UTC",ఇలా చేస్తే టమాటాలు మీ ఇంటికే వస్తాయి.. కేజీ రూ. 70 మాత్రమే! ఎక్కడో తెలుసా? https://www.sakshi.com/telugu-news/business/get-tomatoes-rs-70-kg-ondc-how-buy-online-1720811 #tomatoes #tomato #online #paytm #businessnews,4
6109,@dilli6onwheels,"Aug 3, 2023 · 4:43 AM UTC",#GharJaisaKhaana #MultiCuisineRestaurant  Meal For 2@Rs.400/-   Order Online: #Swiggy #zomato & #magicpin #paytm #ondc dilli6onwheels.co.in #dilli6onwheels #lunch #dinner #googleindia #northindianfood #southindianfood #chinesecuisine #Gurgaon #canada #uk #franchise,0
6110,@vikash_CA_stud,"Aug 3, 2023 · 3:54 AM UTC",2/2.... 2. Adani ports logistics will maintain the future high volume supply chain  3. Adani enterprises ONE app which is currently used for online ticket and airport services will integrate all the products like grocery etc into this app just like #paytm  Let's see after 2 yrs,0
6111,@StockInvesta,"Aug 3, 2023 · 3:07 AM UTC",#Morning #Update  Get updates on Telegram https://t.me/stockinvesta #StockMarket #banknifty #StocksToBuy #sharemarket #Reliance #Stocks #StocksInFocus #Paytm #Zerodha #DowJones #BREAKOUTSTOCKS #TataMotors #NiftyBank #Thursday #Expiry #OptionsTrading #JailerShowcase #PVR #PEL #MMTC,6
6112,@KrRakeshjSingh,"Aug 3, 2023 · 2:44 AM UTC","Those who are supporting with their vedio now speaks against government.  Be noted,  cash transactions are reduced drastically after #UPI. People's using #Paytm,  #PhonePay and banks are deciding opening or closing ATM at Pan India level as per demands instead of only just in J&K",2
6113,@BhargavHoney,"Aug 3, 2023 · 2:26 AM UTC","@Paytmcare,  I Used Paytm Postpaid for making rent payments, but the transaction got failed and the amount was deducted from the Postpay balance, still not restored. It is more than 48 hours.   My Ticket Number is - 22132809556  #paytmpostpaid #paytm #postpaid #adityabirlagroup",0
6114,@KungfuP34652313,"Aug 3, 2023 · 1:51 AM UTC",Nuvvu kuda Delhi ki dengey ra #paytm humka,1
6115,@DeanOfValuation,"Aug 5, 2023 · 9:40 PM UTC",CCI Reversal Stocks  On Weekly Chart #SRF #Voltas   On Daily Chart #Paytm #KPRMILL #HAPPSTMNDS #KNRCON #STLTECH @abhishek00213 @AbeerRay1 @3rdr3r,4
6116,@doraismovieland,"Aug 5, 2023 · 7:32 PM UTC","Get ready to witness the rage of Muthuvel Pandian 😎🔥  Bookings Now Open for #SuperStar #Rajinikanth's #Jailer at your #DoraisMovieLand 🔥 Only #Online bookings for First Day.. Tickets available in #TicketNew & #Paytm 💥  Time : 5 Shows 9:01 Am,12:30 Pm,4:01 Pm,7:30 Pm,11:00 Pm",51
6117,@srinath_arc,"Aug 5, 2023 · 6:10 PM UTC","Deshnok , Rajasthan  #TicketToAnywhere @PaytmTravel #Giveaway #FriendshipDay #Contest #ContestAlert #Trivia #PaytmTravel #Paytm #Travel Participate - @hey_iampriyanka @ImKiran619 @SonaliSBera",1
6118,@srinath_arc,"Aug 5, 2023 · 6:09 PM UTC","Roopkund Lake , Chamoli, Uttarakhand  #TicketToAnywhere @PaytmTravel #Giveaway #FriendshipDay #Contest #ContestAlert #Trivia #PaytmTravel #Paytm #Travel  Participate - @hey_iampriyanka @ImKiran619 @SonaliSBera",0
6119,@srinath_arc,"Aug 5, 2023 · 6:07 PM UTC","Dal Lake , Srinagar  #TicketToAnywhere @PaytmTravel #Giveaway #FriendshipDay #Contest #ContestAlert #Trivia #PaytmTravel #Paytm #Travel Participate - @hey_iampriyanka @ImKiran619 @SonaliSBera",0
6120,@thangam_cinemas,"Aug 5, 2023 · 5:35 PM UTC",Bookings Open For #Jailer In Ur #Thangamcinemas  Bookings Only Via ONLINE #ThangamcinemasMobileApp #TicketNew #Paytm #5Shows - 9.00 Am | 12.35 Pm | 4.10 Pm | 7.45 Pm | 11.15 Pm  BOOK NOW......   #JailerFromAug10 #JailerBookings,32
6121,@BigkartDeal1,"Aug 5, 2023 · 4:54 PM UTC",Orient 5.5L Instant Water Geyser @~2999  https://bit.ly/3KuNhCm  Orient Water Geysers @~2499  https://bit.ly/44XfkTd  + ₹100 #Paytm Cashback (Pay Via #Paytm),0
6122,@anuragalive1,"Aug 5, 2023 · 4:20 PM UTC","#Trivia2  A2. Roopkund Lake, Uttarakhand❄️  Roopkund Lake in India is also known as the Lake of Skeletons.   #TicketToAnywhere @PaytmTravel #Paytm #Travel  Join @SmartAnand07 @LifeIsACrypto @Smitapjain",4
6123,@onastoreindia,"Aug 5, 2023 · 3:38 PM UTC","Hey #Paytm, I accidentally transferred Rs. 4000 to the wrong number (9676705109) with UPI ref: 358265378312. Can you please help me reverse the transaction? Complaint Ref ID: BBPU78868121802 #Paytm #TransactionIssue",0
6124,@anuragalive1,"Aug 5, 2023 · 3:36 PM UTC","#Trivia1   A1. Dal Lake, Srinagar, Kashmir 💕  On the banks of Kashmir's Dal Lake. It's the only floating post office in the whole world.   #TicketToAnywhere @PaytmTravel #Paytm #Travel   Join @Sanjukta_Das1 @being_pawanz @UshaSinghLdh",8
6125,@MahipatSRathore,"Aug 5, 2023 · 3:33 PM UTC",#Paytm #Policybazaar #PBFINTECH,0
6126,@KungfuP34652313,"Aug 5, 2023 · 3:02 PM UTC",Oka poramboku gadu palace kattujodaniki landmark tourist spot lo vunna kondaki gundu kottadu. inthala nakutharu vadidi just 5Rs kosam #paytm LKs.,1
6127,@KungfuP34652313,"Aug 5, 2023 · 2:58 PM UTC",Champestham ani yekada andhi ra #paytm poramboku.,1
6128,@KungfuP34652313,"Aug 5, 2023 · 2:54 PM UTC","Rushikonda ki gundu kottindhi, vaadi house kattukodaniki. Development kosam anna #paytm poramboku lu yekada ra.",0
6129,@Nittz_17,"Aug 5, 2023 · 2:05 PM UTC","Answer: Deshnok , Rajasthan  #TicketToAnywhere @PaytmTravel #Giveaway #FriendshipDay #Contest #ContestAlert #Trivia #PaytmTravel #Paytm #Travel ❤️ Join     @Rj_rahulmehta @LendeAbhishek @mr_shubham31",0
6130,@Nittz_17,"Aug 5, 2023 · 2:05 PM UTC","Answer: ROOPKUND LAKE , CHAMOLI, UTTARAKHAND   #TicketToAnywhere @PaytmTravel #Giveaway #FriendshipDay #Contest #ContestAlert #Trivia #PaytmTravel #Paytm #Travel ❤️ Join     @Rj_rahulmehta @LendeAbhishek @mr_shubham31",1
6131,@Nittz_17,"Aug 5, 2023 · 2:05 PM UTC","Answer: DAL LAKE , SRINAGAR   #TicketToAnywhere @PaytmTravel #Giveaway #FriendshipDay #Contest #ContestAlert #Trivia #PaytmTravel #Paytm #Travel ❤️ Join     @Rj_rahulmehta @LendeAbhishek @mr_shubham31",1
6132,@pawan15kr,"Aug 5, 2023 · 2:04 PM UTC","Ans3. Deshnok , Rajasthan    #TicketToAnywhere @PaytmTravel #Giveaway #FriendshipDay #Contest #ContestAlert #Trivia #PaytmTravel #Paytm #Travel  Tagging 💖 @imMeet17 @Venky_373 @banarsi_07",0
6133,@pawan15kr,"Aug 5, 2023 · 2:03 PM UTC","Ans2.  Roopkund, Uttarakhand  #TicketToAnywhere @PaytmTravel #Giveaway #FriendshipDay #Contest #ContestAlert #Trivia #PaytmTravel #Paytm #Travel  Tagging 🚍 @imMeet17 @Venky_373 @banarsi_07",0
6134,@pawan15kr,"Aug 5, 2023 · 2:02 PM UTC","Ans1. Dal Lake, Srinagar   #TicketToAnywhere @PaytmTravel #Giveaway #FriendshipDay #Contest #ContestAlert #Trivia #PaytmTravel #Paytm #Travel Tagging ⛵ @imMeet17 @Venky_373 @banarsi_07",0
6135,@PortfolioGainer,"Aug 5, 2023 · 1:20 PM UTC",HPCL free Loot on Paytm Go and Check Cashback Option #paytm @Paytm,0
6136,@ManasaRGBLaser,"Aug 5, 2023 · 1:06 PM UTC",.@ManasaRGBLaser #JailerBookings  Advance bookings opened now Book your tickets now on #paytm #ticketnew,8
6137,@SandhyaRGBLASER,"Aug 5, 2023 · 1:03 PM UTC",.@Sandhya4KAtmos  #JailerBookings  Advance bookings opened now Book your tickets now on #paytm #ticketnew,69
6138,@BadaBusinessOff,"Aug 5, 2023 · 12:30 PM UTC",Paytm का यह सीक्रेट आपको नहीं पता होगा  #Demonetisation #DrVivekBindra #Paytm #Motivation #Trending #BusinessMotivation #Growth #BadaBusiness #VijayShekharSharma,12
6139,@yusufkh10826929,"Aug 5, 2023 · 12:07 PM UTC","I literally tried 3-4 time and waste my almost an hrs because i am not able to login ,didn't expect from @Paytm @Paytmcare ,Today i Really disappointed with them.#paytm @paytmbankcare",0
6140,@Dillipkumar2008,"Aug 5, 2023 · 11:11 AM UTC",#Paytm and @abcapital goons used very bad language over the phone on behalf of the Post Paid loan balance. Which I already paid with interest and charges. Requesting justice for using bad language form last 29days. Did @Paytm have Humanity?? @vijayshekhar  CC @PMOIndia @RBI,2
6141,@muditkyc,"Aug 5, 2023 · 11:05 AM UTC",@Paytmcare @paytmbankcare #Paytm why i got this mail when my all services are stopped and what kind of bill is this and for what you you charged it and send it to me??,0
6142,@JoydebDebnath_1,"Aug 5, 2023 · 11:01 AM UTC","A3: Deshnok, Rajasthan  #TicketToAnywhere @PaytmTravel #Giveaway #FriendshipDay #Trivia #PaytmTravel #Paytm #Travel  join @rajhanskumar19 @chyprashant @ruddyantonioale @i_M_KiSHLaY @pranavsanthosh4",0
6143,@YashAgra565,"Aug 5, 2023 · 11:00 AM UTC",@paytmbankcare @Paytmcare @Paytm i have sended the documents via dm check it and come up with a solution to my problem. PLEASE #paytm #PaytmKaro,1
6144,@I_Chaytanya,"Aug 5, 2023 · 10:59 AM UTC","Trivia-1 Answer:   Dal Lake, SriNagar   #TicketToAnywhere @PaytmTravel! #Giveaway #FriendshipDay #Contest #ContestAlert #Trivia #PaytmTravel #Paytm #Travel   Join Guys @angeleyess4uin @Nageshkaparthi @real_om_1234 @deoragunnu",0
6145,@I_Chaytanya,"Aug 5, 2023 · 10:57 AM UTC","Trivia 2 Answer:  Roop Kund Lake, Chamoli Uttarakhand   #TicketToAnywhere @PaytmTravel!  #Giveaway #FriendshipDay #Contest #ContestAlert #Trivia #PaytmTravel #Paytm #Travel   Join Guys @deoragunnu @Nageshkaparthi @real_om_1234 @angeleyess4uin",0
6146,@I_Chaytanya,"Aug 5, 2023 · 10:54 AM UTC","Answer: Deshnok, Rajhasthan    #TicketToAnywhere @PaytmTravel #Giveaway #FriendshipDay #Contest #ContestAlert #Trivia #PaytmTravel #Paytm #Travel   Join Guys @real_om_1234 @deoragunnu @angeleyess4uin @Nageshkaparthi",0
6147,@mr_shubham31,"Aug 5, 2023 · 10:25 AM UTC","Dal Lake , Srinagar   #TicketToAnywhere @PaytmTravel #Giveaway #FriendshipDay #Contest #ContestAlert #Trivia #PaytmTravel #Paytm #Travel  Join  @NikitaSingh_24 @TheDataAnalyser @Nittz_17  @Deepanshu566605  @Roypriyanka2",1
6148,@SandeepBorida,"Aug 5, 2023 · 10:20 AM UTC","तेरे 50 रुपए के चक्कर में हम 3 लोगो को send नहीं करेंगे। इतनी मेहनत हम नही कर सकते भाई साहब। ये गांव है, शहर नही।  #paytm",0
6149,@TheVishuOP,"Aug 5, 2023 · 9:17 AM UTC","ROOPKUND LAKE , CHAMOLI UTTARAKHAND   #TicketToAnywhere #Giveaway #FriendshipDay #Contest #ContestAlert #Trivia #PaytmTravel #Paytm #Travel @PaytmTravel   Join @ujjawalkumar26 @Sheetal155 @naaash1d_",0
6150,@indergopal,"Aug 5, 2023 · 9:16 AM UTC",#paytm receiving calls from this number 8044626802 on my phone asking for my son's name asking for some loan clearance Not the first time It is a female caller Received 14:37 Can you please verify?,0
6151,@TheVishuOP,"Aug 5, 2023 · 9:15 AM UTC","Dal Lake , Srinagar   #TicketToAnywhere #Giveaway #FriendshipDay #Contest #ContestAlert #Trivia #PaytmTravel #Paytm #Travel @PaytmTravel   Join @ujjawalkumar26 @Sheetal155 @naaash1d_",0
6152,@vprakash568,"Aug 5, 2023 · 9:14 AM UTC",Paytm ONDC will continue the sale for another week which will allow customers to order tomatoes at zero delivery fees. Read on;  https://newsblare.com/business/ecommerce/paytm-ondc-sells-nearly-6000-kg-tomatoes-within-a-week-in-delhi-ncr-leads-with-over-60-market-share/ #paytm #ondc #tomatoes #tomatoesfordays #TomatoPrice #tomatopricehike #onlinefoodstore #onlinefoodorder #onlinefooddelivery,0
6153,@NewsblareMedia,"Aug 5, 2023 · 9:13 AM UTC",Paytm ONDC will continue the sale for another week which will allow customers to order tomatoes at zero delivery fees. Read on;  https://newsblare.com/business/ecommerce/paytm-ondc-sells-nearly-6000-kg-tomatoes-within-a-week-in-delhi-ncr-leads-with-over-60-market-share/ #paytm #ondc #tomatoes #tomatoesfordays #TomatoPrice #tomatopricehike #onlinefoodstore #onlinefoodorder #onlinefooddelivery,0
6154,@vprakash568,"Aug 5, 2023 · 9:13 AM UTC",Paytm ONDC will continue the sale for another week which will allow customers to order tomatoes at zero delivery fees. Read on;  https://newsblare.com/business/ecommerce/paytm-ondc-sells-nearly-6000-kg-tomatoes-within-a-week-in-delhi-ncr-leads-with-over-60-market-share/ #paytm #ondc #tomatoes #tomatoesfordays #TomatoPrice #tomatopricehike #onlinefoodstore #onlinefoodorder #onlinefooddelivery,0
6155,@JoydebDebnath_1,"Aug 5, 2023 · 8:59 AM UTC","A2:  Roop Kund Lake, Uttarakhand, India  #TicketToAnywhere @PaytmTravel #Giveaway #FriendshipDay #Trivia #PaytmTravel #Paytm #Travel join @Dulal_Upadhay @Sova_Tweets @UncleSam_Speaks",0
6156,@JoydebDebnath_1,"Aug 5, 2023 · 8:58 AM UTC","A1: Dal Lake in Srinagar, Kashmir, India  Kashmir's Famous Dal Lake has a floating Post office which is worlds first. #TicketToAnywhere @PaytmTravel #Giveaway #FriendshipDay #Trivia #PaytmTravel #Paytm #Travel join @deepakgurunath @BimalenduSen @SunilN_Speaks",1
6157,@rishich1996,"Aug 5, 2023 · 7:47 AM UTC","#paytm @Paytm  I made my payment loan payment early, but on due date payment again deducted by ECS, kindly resolve my issue. It happens 3rd time with me",0
6158,@1997_trader,"Aug 5, 2023 · 7:34 AM UTC",#PAYTM . . #Weekly #Positional . . . #1997_trader #swing_trader #Clean_charts #indianstockmarket #Nifty #StockMarket #stockmarketcrash #StockMarketindia #MINDSET,0
6159,@Dillipkumar2008,"Aug 5, 2023 · 7:25 AM UTC",#Paytm and @abcapital goons used very bad language over the phone on behalf of the Post Paid loan balance. Which I already paid with interest and charges. Requesting justice for using bad language form last 29days. Did @Paytm have Humanity?? @vijayshekhar  CC @PMOIndia @RBI,2
6160,@NutritiveGood,"Aug 5, 2023 · 7:22 AM UTC","Shahi tukda ka meetha swaad, #milkmalai bread ke sath! . . . #shahitukda #desserts #paytm #paytmcashback #paytmofferalert #cashbackdeals #goodfood #trending #instagood #bestchoice #premiumquality #uttarpradesh #goodmorningnutritiveindia mygm.in",1
6161,@himachal_abhi,"Aug 5, 2023 · 5:53 AM UTC",ऑनलाइन पेमेंट में फोनपे की हिस्सेदारी तेजी से बढ रही है। #PhonePe #PhonePeFirstChoice #googlepay #paytm #himachalabhiabhi #analpatrwal #onlinepaymentinindia #UPIPayment #onlinepayment,2
6162,@KamadenuTamil,"Aug 5, 2023 · 5:44 AM UTC",பேடிஎம் மூலம் மெட்ரோ ரயில் டிக்கெட்டுக்கள் எடுக்கலாம்! #Chennai #Metrotrain #Paytm #ticket #KamadenuTamil https://kamadenu.hindutamil.in/state/you-can-buy-metro-tickets-through-paytm,0
6163,@mr_mihirsantosh,"Aug 5, 2023 · 5:35 AM UTC","क्रिकेट टीम क्रिकेट टीम क्या है इस क्रिकेट टीम मे चोटिल सी टीम रेह्वे है। #Paytm  ट्रॉफी इन्हे आवे ना,  वर्ल्डकप इनसे होवे ना ,  #IPL   सी ये टीम है, #Dream11  सा इनका प्रदर्शन है अरे क्या है इनमे?  #IndianCricketTeam",2
6164,@agroiya_dinesh,"Aug 5, 2023 · 5:23 AM UTC",Paytm के care में ना ही वो आपको कोई सोलुशन मिलता है और न ही कोई इन्फॉर्मेशन। बस वो आपकी इन्फॉर्मेशन collect करते है और एक complain बना देते है जिसमे 2 से 3 दिन का टाइम दिया जाता है लेकिन फिर भी कोई सोलुशन नही मिलता । @Paytmcare @PaytmBank #paytm,0
6165,@agroiya_dinesh,"Aug 5, 2023 · 5:15 AM UTC",अगर आज के दिन कोई सबसे खराब सर्विस किसी ऑनलाइन पेमेंट apllication या बैंक एकाउंट की है तो वो है एकमात्र @PaytmBank @Paytm  मेरी प्रॉब्लम का ना ही @Paytmcare के पास कोई सोलुशन है और ना ही ये लोग करना चाहते है। #paytm #badservice #nocoustmervalue,0
6166,@nkvbyt,"Aug 5, 2023 · 5:07 AM UTC","#Paytm employee take money from me to set up a sound box ,latter I got msg it's free",0
6167,@dilli6onwheels,"Aug 5, 2023 · 4:51 AM UTC",#GharJaisaKhaana #Thali #MultiCuisineRestaurant  Meal For 2@Rs.400/-   Order Online: #Swiggy #zomato & #magicpin #paytm #ondc dilli6onwheels.co.in #dilli6onwheels #lunch #dinner #googleindia #northindianfood #southindianfood #chinesecuisine #Gurgaon #delhi #franchise,0
6168,@GREATCHANDU1,"Aug 5, 2023 · 4:36 AM UTC","Without my concern Paytm has change my savings account to current account . Reverse it fast otherwise i was suit against @Paytm  , @PaytmBank #Paytm @vijayshekhar  Scammer Why u changed My account without permission @RBI  paytm bank is Doing Scam Please Check",0
6169,@IeTamil,"Aug 5, 2023 · 4:13 AM UTC",இனி பே.டி.எம் பண்ணுங்க; மெட்ரோ டிக்கெட்டில் 20% சலுகை #ChennaiMetro | #PayTM https://tamil.indianexpress.com/tamilnadu/chennai-metro-ties-up-with-paytm-buy-tickets-with-20-discount-735007/,0
6170,@GovindV46393558,"Aug 5, 2023 · 3:40 AM UTC",Kisa baat ke MDR charges hai pata ....MDR KE NAAM luta ja raha hai.. #Paytm,1
6171,@TamilTheHindu,"Aug 5, 2023 · 3:38 AM UTC",மெட்ரோ ரயிலில் பேடிஎம் செயலி மூலம் பயணச்சீட்டு பெறும் வசதி தொடக்கம் | #Metro | #tickets | #Paytm | https://www.hindutamil.in/news/tamilnadu/1081853-metro-train-ticket-through-paytm-app.html,7
6172,@Live_Chennai,"Aug 5, 2023 · 3:28 AM UTC",#Paytm | #MetroTrainTickets | #CMRL | #MetroTrain | #Chennai | #Tamilnadu | #India | #TamilnaduNews | #ChennaiNews | #FlashNews | #LivechennaiNews,1
6173,@mataonline,"Aug 5, 2023 · 3:26 AM UTC","Paytm शेअरची किंमत तेजीत वाढतेय, गुंतवणूक करण्याची सुवर्ण संधी? अधिक जाणूनच पैसे गुंतवा  #Paytm #StockMarket #Sharemarket #StockToWatch https://maharashtratimes.com/business/share-bazaar/paytm-share-price-rises-on-strong-july-business-update-global-brokerage-revises-target-price/articleshow/102440059.cms",2
6174,@thefinthusiast,"Aug 5, 2023 · 3:08 AM UTC",What if Jio Financial Services buy these cos?  1. #Paytm 2. #Infibeam 3. #OneofthegrowingNBFC 4. #OneofthePublicSectorBankOnSale #JioFinance #JioBookLaptop #JioCinema #Reliancejio #Jio,0
6175,@RupeeChanger,"Aug 5, 2023 · 3:00 AM UTC",Daily E-Currency Price Update 05 August 2023 | RupeeChanger - #Perfect_Money Certified Exchanger in India        #upi_to_perfect_money #paytm_to_Perfect_money #perfect_money_exchanger #Payeer #Paytm #Webmoney https://rupeechanger.com,0
6176,@13mohdshadab,"Aug 5, 2023 · 2:53 AM UTC",Help me my account nlock paytm #paytm No Response custumar care #Paytm_payment_bank,1
6177,@JalliRamcharan,"Aug 14, 2023 · 9:07 PM UTC",Chuddam ra #Paytm fulka..,0
6178,@PanemRao,"Aug 14, 2023 · 7:19 PM UTC",Some one must be need this words becose u don't know how is coming just wait 6months only #paytm Bachs after #cm @PawanKalyan @JanaSenaParty,1
6179,@RitsKewl,"Aug 14, 2023 · 6:48 PM UTC","#BiggBossOTT #BiggBoss is bigger than an individual. We, audience watch ur @TooYumm #vimal #Paytm ads, n u disappoint us. The shw is bigger than the ego, understand this while there is still time. Lst tye it was ur ego that made Shiv loose. Dis time u did it again with Abhishek.",0
6180,@Dillipkumar2008,"Aug 14, 2023 · 6:22 PM UTC",#Paytm and @abcapital goons used very bad language over the phone on behalf of the Post Paid loan balance. Which I already paid with interest and charges. Requesting justice for using bad language form last 37days. Did @Paytm have Humanity?? @vijayshekhar  CC @PiyushGoyal @RBI,2
6181,@BossRaLucha_,"Aug 14, 2023 · 5:57 PM UTC",Prathi lanjoduku Prathi lanjaa justice for ak Ani space pedataru first AP modagodisi pothundhi adhi denginchukondi #paytm,7
6182,@VikrantSeth_,"Aug 14, 2023 · 4:57 PM UTC","#Vodafone Idea  Market cap is 39,000 crore Annualised loss is 29,000 crore  Its worse the #paytm",0
6183,@AboveStocks,"Aug 14, 2023 · 3:16 PM UTC",94 IPO Launched since 2020 (500+ Cr)  44 IPO gave returns of more than 50% 20 IPO gave returns of more than 100% 26 IPO below IPO Issue Price  Best IPO - Happiest Mind (+444%) Worst IPO - Car Trade (-70%)  #AboveStocks #IPO #IndianStockMarket #Paytm #Adani #StockMarket,2
6184,@IamRealChampion,"Aug 14, 2023 · 3:06 PM UTC","#AmazonIndia #Flipkart #Paytm https://chat.whatsapp.com/BZYRBfGLmkKJw7TyGbnGFo  30% Off : Horlicks - Chocolate, 1 Kg @349.   fkrt.it/LJoJZGuuuN",1
6185,@ListenToRajesh,"Aug 14, 2023 · 3:04 PM UTC",#paytm #India #IndependenceDay,0
6186,@pawankalyancm24,"Aug 14, 2023 · 2:22 PM UTC",Araa kukka #Paytm 5rs haa neku,48
6187,@Dillipkumar2008,"Aug 14, 2023 · 1:21 PM UTC",#Paytm & @abcapital goons used very bad language over the phone on behalf of the Post Paid loan balance. Which I already paid with interest and charges. Requesting justice for using bad language form last 37days. Did @Paytm have Humanity? @vijayshekhar  CC @PMOIndia @nsitharaman,2
6188,@Dillipkumar2008,"Aug 14, 2023 · 1:19 PM UTC",#Paytm and @abcapital goons used very bad language over the phone on behalf of the Post Paid loan balance. Which I already paid with interest and charges. Requesting justice for using bad language form last 37days. Did @Paytm have Humanity?? @vijayshekhar  CC @PMOIndia @RBI,2
6189,@sureshvpnair,"Aug 14, 2023 · 12:45 PM UTC","അത് ഏത് കൊറിയർ ആയാലും ചെയ്തത് തെണ്ടിത്തറം തന്നെ, ഞങ്ങൾ ആവിശ്യപെട്ടതല്ല, പക്ഷെ ഇപ്പോൾ അത് അവകാശപെട്ടതാണ്, അതിൽ നമ്പർ ഉള്ള സ്ഥിതിക്ക്, അടിച്ചു മാറ്റിയവൻ കുടുങ്ങിയത് തന്നെ. #paytm #Flicart",0
6190,@sureshvpnair,"Aug 14, 2023 · 12:45 PM UTC","Paytm box കൊറിയർ വഴി വന്ന്, ഇന്നലെ അവർ വിളിച്ചു അപ്പോൾ ഓഫീസ് സൺ‌ഡേ അവധി ആയതിനാൽ നാളെ വരാൻ പറഞ്ഞു, ഇന്ന് പാർസൽ ഓഫീസിൽ വന്നു, എയർടെൽ പോസ്റ്റ്‌പെയ്ഡ് സിം ഫ്രീ ആയി അവർ അയിച്ചു എന്നപോലെ കാണുന്നു,,  പക്ഷെ അതിലെ സിം അടിച്ചു മാറ്റി, ആയിക്കാതെ പറ്റിച്ച കമ്പനി ആയാലും,  #paytm #flicart",0
6191,@DnaHindi,"Aug 14, 2023 · 11:30 AM UTC","#Paytm ने व्यापारियों के व्यापार को बनाया और भी आसान, लॉन्च किए ये दो नए डिवाइस   #PocketSoundbox #LatestNews https://www.dnaindia.com/hindi/business/utility/news-paytm-makes-merchant-business-easier-launches-music-soundbox-new-pocket-soundbox-with-local-languages-4098079",0
6192,@Paytm,"Aug 14, 2023 · 11:04 AM UTC","Taking forward @PMOIndia's vision of Digital India, #Paytm leads technology for India’s shops!    India mein hai Har Payment Digital, Har Ghar Tiranga! 🇮🇳   Paytm parivar ki taraf se Happy #IndependenceDay India!   #IndependenceDayIndia #PaytmKaro",110
6193,@NTVBusinessIND,"Aug 14, 2023 · 10:30 AM UTC","తిరిగొచ్చిన పేటీఎం, జొమాటో, పాలసీబజార్ స్టాక్‌లు..  #Paytm #zomato #policybazaar #food #delivery #shares #IPO #stakeholders #BSE #stocks #ivnestors #business #NTVBusinessIND",0
6194,@LiveCasinoIndia,"Aug 14, 2023 · 10:30 AM UTC","Live #EPL Football Betting - #ManUtd v #Wolves ⚽️ Bet with #Phonepe, #Rupay & #Paytm now!    GET STARTED => https://shorturl.at/cyXY8 #MunWol #Rashford #Sancho #Antony #Mount @ParimatchIndla #Bangalore #Pune #Goa #Mumbai #Chennai #Delhi",1
6195,@IamRahul4U,"Aug 14, 2023 · 10:15 AM UTC","I am trying to get this 1 last card for 3 day but not get till, infact i invest approx 500 rupees waste to try recharge other number still don't get this card what #Paytm had done with this card I don't know, sometimes i thik @Paytm making us fool",0
6196,@Dillipkumar2008,"Aug 14, 2023 · 9:22 AM UTC",#Paytm and @abcapital goons used very bad language over the phone on behalf of the Post Paid loan balance. Which I already paid with interest and charges. Requesting justice for using bad language form last 37days. Did @Paytm have Humanity?? @vijayshekhar  CC @PMOIndia @RBI,3
6197,@Srinu_LokeshIst,"Aug 14, 2023 · 9:12 AM UTC",అంటే 130 మంది టీమ్ నీ టీడీపి సోషల్ మీడియా కోసం పెట్టారా #Paytm బ్యాచ్....,31
